"endTime","artistName","trackName","msPlayed"
"2019-10-30 16:07","Eminem","Superman","820"
"2019-10-30 16:07","Eminem","Kamikaze","0"
"2019-10-30 16:07","Eminem","Bitch Please II","0"
"2019-10-30 16:14","Eminem","Cinderella Man","2120"
"2019-10-30 16:14","Eminem","Not Alike (feat. Royce Da 5'9)","398343"
"2019-10-30 16:15","Machine Gun Kelly","Hollywood Whore","4856"
"2019-10-30 16:15","Eminem","Bitch Please II","7381"
"2019-10-30 16:16","2Pac","Ambitionz Az A Ridah","0"
"2019-10-30 16:16","Eminem","'Till I Collapse","0"
"2019-10-30 16:16","G-Eazy","All Facts (feat. Ty Dolla $ign)","0"
"2019-10-30 16:16","Witt Lowry","Into Your Arms (feat. Ava Max)","0"
"2019-10-30 16:16","Joyner Lucas","I Love","0"
"2019-10-30 16:16","Logic","Midnight","0"
"2019-10-30 16:17","Lil Wayne","How To Love","0"
"2019-10-30 16:18","Joyner Lucas","I Don't Die","0"
"2019-10-30 16:19","Eminem","Cinderella Man","0"
"2019-10-30 16:19","G-Eazy","Too Loud (feat. Nef The Pharaoh)","0"
"2019-10-30 16:19","Big Sean","Single Again","0"
"2019-10-30 16:19","Lil Dicky","Professional Rapper (feat. Snoop Dogg)","0"
"2019-10-30 16:19","Eminem","The Ringer","0"
"2019-10-30 16:19","Logic","Confessions of a Dangerous Mind","0"
"2019-10-30 16:22","Logic","1-800-273-8255","141562"
"2019-10-30 16:23","Eminem","Like Toy Soldiers","0"
"2019-10-30 16:23","Machine Gun Kelly","I Think I'm OKAY (with YUNGBLUD & Travis Barker)","78797"
"2019-10-30 16:23","Eminem","Legacy","0"
"2019-10-30 16:23","Lil Wayne","Don't Cry (feat. XXXTENTACION)","3905"
"2019-10-30 16:23","G-Eazy","I Wanna Rock (feat. Gunna)","0"
"2019-10-30 16:23","Bone Thugs-N-Harmony","1st of Tha Month","0"
"2019-10-30 16:23","Big Sean","Bezerk (feat. A$AP Ferg)","0"
"2019-10-30 16:23","Machine Gun Kelly","Glass House (feat. Naomi Wild)","0"
"2019-10-30 16:24","Eminem","Rap God","0"
"2019-10-30 16:24","G-Eazy","Calm Down","0"
"2019-10-30 16:24","Logic","Everyday","36188"
"2019-10-30 16:26","Hopsin","You Should've Known","59458"
"2019-10-30 16:28","Joyner Lucas","Isis","128617"
"2019-10-30 16:29","Eminem","The Real Slim Shady","1075"
"2019-10-30 16:29","Machine Gun Kelly","5:3666","85531"
"2019-10-30 16:32","Eminem","Fall","114"
"2019-10-30 16:32","G-Eazy","I Mean It (feat. Remo)","543"
"2019-10-30 16:32","T.I.","Dead And Gone (feat. Justin Timberlake)","740"
"2019-10-30 16:32","Lil Wayne","Scared of the Dark (feat. XXXTENTACION)","147217"
"2019-10-30 16:33","Eminem","Go To Sleep","250"
"2019-10-30 16:33","Eminem","Fall","0"
"2019-10-30 16:33","G-Eazy","I Mean It (feat. Remo)","96256"
"2019-10-30 16:33","Logic","Still Ballin (feat. Wiz Khalifa)","888"
"2019-10-30 16:33","Fort Minor","Remember the Name (feat. Styles of Beyond)","730"
"2019-10-30 16:34","Machine Gun Kelly","Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","340"
"2019-10-30 16:34","Big Sean","So Good (& Metro Boomin)","0"
"2019-10-30 16:34","Eminem","River (feat. Ed Sheeran)","1705"
"2019-10-30 16:34","Lil Wayne","Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","1128"
"2019-10-30 16:34","G-Eazy","All Facts (feat. Ty Dolla $ign)","1093"
"2019-10-30 16:34","Wiz Khalifa","Hopeless Romantic (feat. Swae Lee)","0"
"2019-10-30 16:34","Logic","Alright","0"
"2019-10-30 16:34","Eminem","Lucky You (feat. Joyner Lucas)","0"
"2019-10-30 16:34","Machine Gun Kelly","Burning Memories (feat. Lil Skies)","0"
"2019-10-30 16:34","Hollywood Undead","Undead","0"
"2019-10-30 16:37","Joyner Lucas","Stranger Things","219733"
"2019-10-30 16:38","Big Sean","Jump Out The Window","1142"
"2019-10-30 16:38","Hollywood Undead","Bullet","882"
"2019-10-30 16:38","Machine Gun Kelly","Candy (feat. Trippie Redd)","1175"
"2019-10-30 16:38","Eminem","Guilty Conscience","3330"
"2019-10-30 16:38","Lil Dicky","Molly (feat. Brendon Urie of Panic at the Disco)","2816"
"2019-10-30 16:38","Logic","Gang Related","3344"
"2019-10-30 16:38","Eminem","Kings Never Die","1062"
"2019-10-30 16:38","Eminem","Lose Yourself - From ""8 Mile"" Soundtrack","12029"
"2019-10-30 16:38","Wiz Khalifa","Never Lie (feat. Moneybagg Yo)","6581"
"2019-10-30 16:38","T.I.","Whatever You Like","0"
"2019-10-30 16:40","Lil Wayne","Mona Lisa (feat. Kendrick Lamar)","130115"
"2019-10-30 17:33","G-Eazy","Scary Nights","1461"
"2019-10-30 17:33","G-Eazy","Scary Nights","793"
"2019-10-30 17:33","G-Eazy","I Wanna Rock (feat. Gunna)","1687"
"2019-10-30 17:37","G-Eazy","Scary Nights","210904"
"2019-10-30 17:40","G-Eazy","Big Ben (feat. Preme)","15475"
"2019-10-30 17:40","G-Eazy","I Wanna Rock (feat. Gunna)","163386"
"2019-10-30 17:40","G-Eazy","Full Time Cappers (feat. Money Bagg Yo, French Montana & Ant Clemons)","8549"
"2019-10-30 17:43","G-Eazy","K I D S (feat. Dex Lauper)","168160"
"2019-10-30 17:44","G-Eazy","Demons & Angels (feat. Miguel & The Game)","1225"
"2019-10-30 17:44","G-Eazy","Hittin Licks","53716"
"2019-10-30 17:47","G-Eazy","A Very Strange Time","219946"
"2019-10-30 17:50","G-Eazy","Scary Nights","147406"
"2019-10-30 17:53","Flawless Real Talk","Tough Love (feat. Breana Marin)","164500"
"2019-10-30 18:05","Flawless Real Talk","Look Away (feat. Sky Jonez)","26520"
"2019-10-31 08:18","Mads Veslelia","Over Me","226668"
"2019-10-31 08:22","Mads Veslelia","Over Me","226668"
"2019-10-31 08:23","Mads Veslelia","Over Me","47981"
"2019-10-31 08:24","NF","Like This","35925"
"2019-10-31 08:24","NF","Like This","0"
"2019-10-31 08:24","NF","No Excuses","0"
"2019-10-31 08:26","NF","Like This","0"
"2019-10-31 08:26","NF","No Excuses","0"
"2019-10-31 08:36","NF","Like This","329794"
"2019-10-31 08:39","NF","Thinking","0"
"2019-10-31 08:39","NF","Options","0"
"2019-10-31 08:39","NF","Options","171734"
"2019-10-31 08:39","NF","WHY","567"
"2019-10-31 08:39","NF","WHY","0"
"2019-10-31 08:39","NF","Trauma","0"
"2019-10-31 08:48","NF","Options","546"
"2019-10-31 08:48","NF","WHY","0"
"2019-10-31 08:48","NF","Like This","531317"
"2019-10-31 08:51","NF","Thinking","187492"
"2019-10-31 08:53","NF","Trauma","120854"
"2019-10-31 11:05","Flawless Real Talk","Runner Up","164000"
"2019-10-31 11:07","Flawless Real Talk","On My Way","137736"
"2019-10-31 11:08","Flawless Real Talk","Time to Waste","50686"
"2019-10-31 11:13","NF","Notepad","757"
"2019-10-31 11:13","NF","Remember This","28396"
"2019-10-31 11:13","Stevie Stone","Cautious","11481"
"2019-10-31 11:13","NF","My Life","3700"
"2019-10-31 11:13","NF","Can You Hold Me","927"
"2019-10-31 11:13","Flawless Real Talk","Against It All","183450"
"2019-10-31 11:13","NF","How Could You Leave Us","695"
"2019-10-31 11:13","NF","Hands Up","0"
"2019-10-31 11:14","NF","Let You Down","12703"
"2019-10-31 11:14","NF","Paralyzed","162"
"2019-10-31 11:14","NF","If You Want Love","61"
"2019-10-31 11:18","NF","Nate","0"
"2019-10-31 11:18","NF","Grindin'","681"
"2019-10-31 11:18","NF","Intro","0"
"2019-10-31 11:18","NF","Thing Called Love","247114"
"2019-10-31 11:18","NF","Mansion","204"
"2019-10-31 11:18","NF","Lost In The Moment","0"
"2019-10-31 11:21","NF","Nate","1260"
"2019-10-31 11:21","NF","Change","523"
"2019-10-31 11:21","NF","Intro","199400"
"2019-10-31 11:27","NF","Returns","354684"
"2019-10-31 11:29","NF","Time","116909"
"2019-10-31 11:30","NF","I Miss The Days","39387"
"2019-10-31 11:30","NF","My Stress","9355"
"2019-10-31 11:32","NF","Hate Myself","111184"
"2019-10-31 11:33","NF","Lie","58300"
"2019-10-31 11:34","NF","Let Me Go","40600"
"2019-10-31 11:37","NF","All I Have","2758"
"2019-10-31 11:37","NF","Let Me Go","108755"
"2019-10-31 11:42","NF","The Search","257986"
"2019-10-31 11:42","NF","Real","551"
"2019-10-31 11:42","NF","Time - Edit","0"
"2019-10-31 11:42","NF","Destiny","557"
"2019-10-31 11:46","NF","Destiny","231100"
"2019-10-31 11:52","NF","Real","260468"
"2019-10-31 11:53","NF","Leave Me Alone","12323"
"2019-10-31 12:32","Machine Gun Kelly","Waste Love (feat. Madison Love)","0"
"2019-10-31 12:32","NF","Trauma","167723"
"2019-10-31 12:32","NF","Trauma","11485"
"2019-10-31 12:34","Machine Gun Kelly","Sex Drive","108311"
"2019-10-31 12:35","Machine Gun Kelly","el Diablo","97526"
"2019-10-31 12:39","Machine Gun Kelly","Burning Memories (feat. Lil Skies)","624"
"2019-10-31 12:39","Machine Gun Kelly","Hollywood Whore","203174"
"2019-10-31 12:39","Machine Gun Kelly","Glass House (feat. Naomi Wild)","213"
"2019-10-31 12:41","Machine Gun Kelly","Glass House (feat. Naomi Wild)","154496"
"2019-10-31 12:47","Machine Gun Kelly","A Message From The Count","1250"
"2019-10-31 12:47","Machine Gun Kelly","Burning Memories (feat. Lil Skies)","343174"
"2019-10-31 12:54","Machine Gun Kelly","Truck Norris Interlude","4534"
"2019-10-31 12:54","Machine Gun Kelly","FLOOR 13","412238"
"2019-10-31 12:54","Machine Gun Kelly","Roulette","2687"
"2019-10-31 12:58","Machine Gun Kelly","Death In My Pocket","239334"
"2019-10-31 13:00","Machine Gun Kelly","Candy (feat. Trippie Redd)","122458"
"2019-10-31 13:04","Machine Gun Kelly","I Think I'm OKAY (with YUNGBLUD & Travis Barker)","241115"
"2019-10-31 13:06","Machine Gun Kelly","el Diablo","1097"
"2019-10-31 13:06","Machine Gun Kelly","Hollywood Whore","4720"
"2019-10-31 13:06","Machine Gun Kelly","Sex Drive","81092"
"2019-10-31 13:21","Mads Veslelia","Over Me","282235"
"2019-10-31 16:04","Kanye West","On God","1270"
"2019-10-31 16:04","Ace Hood","Casino","191"
"2019-10-31 16:04","Witt Lowry","Losing You (feat. Max)","0"
"2019-10-31 16:05","T.R.U.","Shoot It Out (feat. Worl & Hott LockedN)","1128"
"2019-10-31 16:05","Ivan B","Hollow","342"
"2019-10-31 16:05","Hopsin","Caught In The Rain","62855"
"2019-10-31 16:09","Ivan B","Thrones","633"
"2019-10-31 16:09","Futuristic","Call of Duty (feat. Castro)","1263"
"2019-10-31 16:09","Futuristic","The Greatest","235042"
"2019-10-31 16:11","Ryan Caraveo","Bill$","125776"
"2019-10-31 16:11","Ryan Caraveo","Run","3491"
"2019-10-31 16:12","Ryan Caraveo","Thrivin","0"
"2019-10-31 16:12","Ryan Caraveo","Bill$","0"
"2019-10-31 16:12","Ryan Caraveo","Run","0"
"2019-10-31 16:13","Ryan Caraveo","Run","82430"
"2019-10-31 16:14","Ryan Caraveo","Bubbles","491"
"2019-10-31 16:14","Ryan Caraveo","Thrivin","860"
"2019-10-31 16:14","Ryan Caraveo","Ghost","1428"
"2019-10-31 16:16","Ryan Caraveo","Bubbles","151545"
"2019-10-31 16:16","Ryan Caraveo","Ghost","12707"
"2019-10-31 16:18","Ryan Caraveo","Take Me Down","82263"
"2019-10-31 16:18","Chris Webby","Long Way","1562"
"2019-10-31 16:25","Chris Webby","Sell Your Soul (feat. Skrizzly Adams)","373459"
"2019-10-31 16:43","Joyner Lucas","Isis","1277"
"2019-10-31 16:43","G-Eazy","A Very Strange Time","497"
"2019-10-31 16:43","Joyner Lucas","ADHD","155457"
"2019-10-31 16:43","G-Eazy","I Wanna Rock (feat. Gunna)","394"
"2019-10-31 16:43","Machine Gun Kelly","5:3666","2400"
"2019-10-31 16:43","G-Eazy","Full Time Cappers (feat. Money Bagg Yo, French Montana & Ant Clemons)","893"
"2019-10-31 16:49","Lil Wayne","Mona Lisa (feat. Kendrick Lamar)","324189"
"2019-10-31 16:52","G-Eazy","Big Ben (feat. Preme)","186733"
"2019-11-06 07:01","Ryan Caraveo","Ø","39973"
"2019-11-06 07:04","Ryan Caraveo","Run","171179"
"2019-11-06 07:07","Ryan Caraveo","Sick","163076"
"2019-11-06 07:08","Ryan Caraveo","I","101088"
"2019-11-06 07:11","Ryan Caraveo","Bill$","170034"
"2019-11-06 07:14","Ryan Caraveo","II","22820"
"2019-11-06 07:14","Ryan Caraveo","Thrivin","171879"
"2019-11-06 07:15","Ryan Caraveo","Battery","2364"
"2019-11-06 07:20","NF","Intro","298902"
"2019-11-06 07:27","NF","All I Have","1143"
"2019-11-06 07:27","NF","Mansion","298528"
"2019-11-06 07:31","NF","Wait","242000"
"2019-11-06 07:31","NF","Wake Up","13337"
"2019-11-06 07:34","NF","Face It","209884"
"2019-11-06 07:37","NF","Motivated","162250"
"2019-11-06 07:40","Machine Gun Kelly","FLOOR 13","194873"
"2019-11-06 07:41","Dax","Wack Ass Rappers 2","6350"
"2019-11-06 07:41","Machine Gun Kelly","5:3666","6686"
"2019-11-06 07:44","Cal Scruby","Faster","80"
"2019-11-06 07:44","Machine Gun Kelly","Roulette","174447"
"2019-11-06 07:44","Machine Gun Kelly","Roulette","8273"
"2019-11-06 07:47","Machine Gun Kelly","FLOOR 13","172501"
"2019-11-06 07:51","Machine Gun Kelly","Candy (feat. Trippie Redd)","21256"
"2019-11-06 07:51","Machine Gun Kelly","Death In My Pocket","252122"
"2019-11-06 07:51","Machine Gun Kelly","Death In My Pocket","388"
"2019-11-06 07:53","Machine Gun Kelly","Candy (feat. Trippie Redd)","95254"
"2019-11-06 07:56","NF","Like This","207640"
"2019-11-06 08:00","NF","Hate Myself","240007"
"2019-11-06 08:04","NF","I Miss The Days","208824"
"2019-11-06 08:16","NF","I Miss The Days","2020"
"2019-11-06 08:19","G-Eazy","Scary Nights","194988"
"2019-11-06 08:20","G-Eazy","I Wanna Rock (feat. Gunna)","99147"
"2019-11-06 08:21","G-Eazy","Demons & Angels (feat. Miguel & The Game)","2354"
"2019-11-06 08:21","G-Eazy","Hittin Licks","1714"
"2019-11-06 08:21","G-Eazy","Big Ben (feat. Preme)","1672"
"2019-11-06 08:21","G-Eazy","K I D S (feat. Dex Lauper)","601"
"2019-11-06 08:21","G-Eazy","Full Time Cappers (feat. Money Bagg Yo, French Montana & Ant Clemons)","3176"
"2019-11-06 08:23","G-Eazy","A Very Strange Time","130353"
"2019-11-06 08:35","Token","No Service","275294"
"2019-11-06 08:38","Token","YouTube Rapper (Bonus Track)","1258"
"2019-11-06 08:38","Token","Flamingo","205628"
"2019-11-06 08:38","Wax Tailor","Back on Wax","754"
"2019-11-06 08:38","Token","Self Made","836"
"2019-11-06 08:43","Token","Doozy","288174"
"2019-11-06 08:46","D. Lector","Robot","157721"
"2019-11-06 08:46","Token","Happiness","0"
"2019-11-06 08:46","Token","Dirty Flesh","852"
"2019-11-06 08:46","Token","Mom Would Agree","660"
"2019-11-06 08:46","Token","Waist Down (Extended Version)","51"
"2019-11-06 08:48","Token","New Problems","600"
"2019-11-06 08:48","Token","Necessary Evil","1383"
"2019-11-06 08:48","Token","Treehouse","94608"
"2019-11-06 08:50","Token","Run It Back","165493"
"2019-11-06 08:51","Token","Household Name","0"
"2019-11-06 08:51","Token","Self Taught","8645"
"2019-11-06 08:51","Token","Patty Cake","0"
"2019-11-06 08:51","Token","Exception","0"
"2019-11-06 08:56","Token","Still Believe In Heroes","254752"
"2019-11-06 08:57","Token","No Game","30560"
"2019-11-06 08:58","Ohana Bam","All Roads Lead Home (Hobbs & Shaw Remix)","991"
"2019-11-06 08:58","Token","Little Boy","950"
"2019-11-06 08:58","Token","YouTube Rapper (Bonus Track)","19471"
"2019-11-06 08:58","Token","Code Red","44405"
"2019-11-06 08:58","Token","Flamingo","0"
"2019-11-06 08:58","Token","One Like Equals","1033"
"2019-11-06 09:28","Dax","Dear God","198652"
"2019-11-06 10:37","Dax","Dear God","203113"
"2019-11-06 10:37","Dax","KILLSHOT 2","5945"
"2019-11-06 10:55","Crypt","I'm Not Okay","602269"
"2019-11-06 10:56","King Iso","Manic","45144"
"2019-11-06 10:56","Problematic","Stay Wide Awake","11020"
"2019-11-06 11:00","Bria Lee","Nowhere","226986"
"2019-11-06 11:03","Brannon","Gridiron 3","200271"
"2019-11-06 11:04","Trace.","Good & Evil","36400"
"2019-11-06 11:26","Crypt","I'm Not Okay","165920"
"2019-11-06 14:32","Lil Wayne","Scared of the Dark (feat. XXXTENTACION)","219517"
"2019-11-06 14:33","Crypt","I'm Not Okay","266799"
"2019-11-06 14:40","Token","No Game","459"
"2019-11-06 14:40","G-Eazy","Scary Nights","118437"
"2019-11-06 14:40","Jason Furlong","Fighter","5189"
"2019-11-06 14:43","Token","Treehouse","18432"
"2019-11-06 14:43","Token","Run It Back","182661"
"2019-11-06 14:45","Token","Code Red","99652"
"2019-11-06 14:48","YUNGBLUD","Time In A Bottle","20726"
"2019-11-06 14:48","Token","Doozy","151445"
"2019-11-06 14:50","Ohana Bam","All Roads Lead Home (Hobbs & Shaw Remix)","99109"
"2019-11-06 14:50","Logic","Overnight","19452"
"2019-11-06 14:51","Logic","Contra","68445"
"2019-11-06 14:51","Logic","BoomTrap Protocol","6689"
"2019-11-06 14:54","Logic","Yuck","126186"
"2019-11-06 14:55","Logic","Midnight","66446"
"2019-11-06 14:57","Logic","Wizard Of Oz","4654"
"2019-11-06 14:57","Logic","Wassup","8764"
"2019-11-06 14:57","Logic","State Of Emergency","3827"
"2019-11-06 14:57","Logic","Warm It Up","126685"
"2019-11-06 14:59","Logic","44 More","98200"
"2019-11-06 15:00","Mads Veslelia","Over Me","84457"
"2019-11-06 15:06","Hopsin","Lunch Time Cypher (feat. Passionate MC, G-Mo Skee)","357440"
"2019-11-06 15:26","Mads Veslelia","Wannabe","195218"
"2019-11-06 15:28","Mads Veslelia","You & Slim","74774"
"2019-11-06 15:30","Machine Gun Kelly","Spotlight","4187"
"2019-11-06 15:30","Machine Gun Kelly","Habits","148898"
"2019-11-06 15:33","Machine Gun Kelly","Story Of The Stairs","173555"
"2019-11-06 15:35","Machine Gun Kelly","Edge Of Destruction","129881"
"2019-11-06 15:35","Machine Gun Kelly","LONG TIME COMING","1358"
"2019-11-06 15:35","Machine Gun Kelly","On My Way","1972"
"2019-11-06 15:36","Machine Gun Kelly","GTS","52182"
"2019-11-06 15:36","Machine Gun Kelly","LOCO","3773"
"2019-11-06 15:51","Bria Lee","Nowhere","13614"
"2019-11-06 15:51","DaniLeigh","Cravin (feat. G-Eazy)","30404"
"2019-11-06 15:51","Machine Gun Kelly","RAP DEVIL","270960"
"2019-11-06 15:54","Chris Webby","Babylon Burning (feat. Jitta On The Track)","194014"
"2019-11-06 15:55","Chris Webby","Love Me, Hate Me (feat. Snak The Ripper, Mark Battles, R-Mean & Beanz)","13720"
"2019-11-06 15:55","Dua Lipa","Don't Start Now","7443"
"2019-11-06 15:55","Selena Gomez","Lose You To Love Me","1811"
"2019-11-06 15:58","Harry Styles","Lights Up","34765"
"2019-11-06 15:58","Selena Gomez","Look At Her Now","162595"
"2019-11-06 16:01","Mike Shinoda","fine","180303"
"2019-11-06 16:04","NF","Like This","190666"
"2019-11-06 16:08","NF","Let Me Go","199771"
"2019-11-06 16:10","NF","No Excuses","153428"
"2019-11-06 16:14","NF","Options","205881"
"2019-11-06 16:14","NF","WHY","0"
"2019-11-06 16:17","Hopsin","Lunch Time Cypher (feat. Passionate MC, G-Mo Skee)","178230"
"2019-11-06 16:19","Machine Gun Kelly","el Diablo","133891"
"2019-11-06 16:23","Machine Gun Kelly","FLOOR 13","249739"
"2019-11-06 16:26","Machine Gun Kelly","Roulette","155537"
"2019-11-06 16:32","Machine Gun Kelly","FLOOR 13","364368"
"2019-11-06 16:34","Machine Gun Kelly","Roulette","131363"
"2019-11-06 16:36","Machine Gun Kelly","Waste Love (feat. Madison Love)","130315"
"2019-11-07 07:59","NF","The Search","778"
"2019-11-07 07:59","Joyner Lucas","Isis","0"
"2019-11-07 07:59","Hi-Rez","Smiling","0"
"2019-11-07 07:59","Royce Da 5'9""","Wait","630"
"2019-11-07 07:59","Dax","I Been That (feat. Emiway Bantai)","521"
"2019-11-07 07:59","Merkules","Noise (feat. Dax)","0"
"2019-11-07 07:59","Witt Lowry","Crash","850"
"2019-11-07 07:59","Bad Meets Evil","Fast Lane","11808"
"2019-11-07 07:59","Logic","OCD (with Dwn2earth)","401"
"2019-11-07 07:59","Futuristic","The Greatest","0"
"2019-11-07 07:59","Machine Gun Kelly","5:3666","397"
"2019-11-07 07:59","Ryan Caraveo","Run","230"
"2019-11-07 07:59","Tech N9ne","Bass Ackwards","0"
"2019-11-07 07:59","Token","Goodbye!! (Bonus Track)","2456"
"2019-11-07 08:00","Krizz Kaliko","Unstable","0"
"2019-11-07 08:00","Cryptic Wisdom","They Don't Like Me","0"
"2019-11-07 08:00","D12","Girls","0"
"2019-11-07 08:00","Slaughterhouse","My Life","0"
"2019-11-07 08:00","Slaughterhouse","My Life","3170"
"2019-11-07 08:00","Futuristic","Too Easy","0"
"2019-11-07 08:00","Dax","Dear God","0"
"2019-11-07 08:00","Hopsin","Caught In The Rain","0"
"2019-11-07 08:00","Hopsin","Caught In The Rain","2273"
"2019-11-07 08:00","Logic","Homicide (feat. Eminem)","0"
"2019-11-07 08:00","Machine Gun Kelly","I Think I'm OKAY (with YUNGBLUD & Travis Barker)","0"
"2019-11-07 08:00","Chris Webby","Sell Your Soul (feat. Skrizzly Adams)","0"
"2019-11-07 08:00","NF","Options","0"
"2019-11-07 08:00","Merkules","This Again","0"
"2019-11-07 08:00","Tech N9ne","Dwamn","0"
"2019-11-07 08:00","Bad Meets Evil","Welcome 2 Hell","0"
"2019-11-07 08:00","Cryptic Wisdom","Last Stand","0"
"2019-11-07 08:00","Chris Webby","Skyline 2","650"
"2019-11-07 08:00","Joyner Lucas","Stranger Things","0"
"2019-11-07 08:00","Witt Lowry","Debt","0"
"2019-11-07 08:00","T.I.","That's All She Wrote (feat. Eminem)","11"
"2019-11-07 08:00","Witt Lowry","Hurt","0"
"2019-11-07 08:00","Tom MacDonald","I'm Sorry","0"
"2019-11-07 08:00","Rittz","I'm Only Human","0"
"2019-11-07 08:00","Vin Jay","Mumble Rapper vs. Lyricist","0"
"2019-11-07 08:00","Tech N9ne","Habanero","0"
"2019-11-07 08:00","NF","Let Me Go","0"
"2019-11-07 08:00","Futuristic","Call of Duty (feat. Castro)","0"
"2019-11-07 08:00","Tom MacDonald","Ashes","0"
"2019-11-07 08:00","Dax","My Last Words","0"
"2019-11-07 08:00","Royce Da 5'9""","Barely Human","790"
"2019-11-07 08:00","King Iso","Jim Carrey","2130"
"2019-11-07 08:00","Joyner Lucas","ADHD","0"
"2019-11-07 08:00","T.I.","Touchdown (feat. Eminem)","0"
"2019-11-07 08:00","Logic","Everyday","0"
"2019-11-07 08:00","Hopsin","You Should've Known","32"
"2019-11-07 08:00","Token","Somewhere In Between","0"
"2019-11-07 08:00","Token","Waist Down (Extended Version)","0"
"2019-11-07 08:00","Ryan Caraveo","Skeleton","0"
"2019-11-07 08:00","Ivan B","Chapter 2","0"
"2019-11-07 08:00","Bad Meets Evil","The Reunion","0"
"2019-11-07 08:00","Royce Da 5'9""","Forever (Freestyle)","0"
"2019-11-07 08:00","Machine Gun Kelly","Hollywood Whore","0"
"2019-11-07 08:00","Chris Webby","Long Way","0"
"2019-11-07 08:00","Rittz","Basket Case","2142"
"2019-11-07 08:00","Adam Calhoun","Sunset","0"
"2019-11-07 08:00","Anilyst","Catch Up","0"
"2019-11-07 08:00","Ryan Caraveo","Corner of the World","0"
"2019-11-07 08:03","Chris Webby","Skyline 2","595"
"2019-11-07 08:03","Witt Lowry","Debt","166963"
"2019-11-07 08:03","D12","I'll Be Damned","0"
"2019-11-07 08:03","Ivan B","Hollow","0"
"2019-11-07 08:03","Merkules","Fuk Is U Sayin'","32"
"2019-11-07 08:11","Machine Gun Kelly","At My Best (feat. Hailee Steinfeld)","4030"
"2019-11-07 08:11","Machine Gun Kelly","At My Best (feat. Hailee Steinfeld)","0"
"2019-11-07 08:11","Machine Gun Kelly","EST 4 Life","0"
"2019-11-07 08:11","blackbear","e.z. (feat. Machine Gun Kelly)","16206"
"2019-11-07 08:11","Machine Gun Kelly","Runnin'","0"
"2019-11-07 08:11","Machine Gun Kelly","Wild Boy","0"
"2019-11-07 08:11","Machine Gun Kelly","Let You Go","215"
"2019-11-07 08:11","Machine Gun Kelly","Bad Things (with Camila Cabello)","0"
"2019-11-07 08:11","Machine Gun Kelly","LATELY","605"
"2019-11-07 08:11","Young Thug","Ecstasy (feat. Machine Gun Kelly)","650"
"2019-11-07 08:11","Young Thug","Ecstasy (feat. Machine Gun Kelly)","0"
"2019-11-07 08:11","Little Mix","No More Sad Songs (feat. Machine Gun Kelly)","0"
"2019-11-07 08:11","Rittz","The Formula (feat. Tech N9ne, Krizz Kaliko)","640"
"2019-11-07 08:11","Machine Gun Kelly","NYLON","1341"
"2019-11-07 08:26","Machine Gun Kelly","RAP DEVIL","184505"
"2019-11-07 08:28","Machine Gun Kelly","el Diablo","133934"
"2019-11-07 08:28","Machine Gun Kelly","A Message From The Count","0"
"2019-11-07 08:28","Machine Gun Kelly","Burning Memories (feat. Lil Skies)","0"
"2019-11-07 08:28","Machine Gun Kelly","Hollywood Whore","721"
"2019-11-07 08:28","Machine Gun Kelly","Glass House (feat. Naomi Wild)","681"
"2019-11-07 08:31","Machine Gun Kelly","FLOOR 13","187612"
"2019-11-07 08:34","Machine Gun Kelly","Truck Norris Interlude","14962"
"2019-11-07 08:34","Machine Gun Kelly","Roulette","182622"
"2019-11-07 08:37","Token","Run It Back","157190"
"2019-11-07 08:41","Token","No Service","232590"
"2019-11-07 08:42","Token","No Game","48855"
"2019-11-07 08:46","Eminem","Baby","249407"
"2019-11-07 08:52","NF","Options","666"
"2019-11-07 08:52","NF","WHY","256"
"2019-11-07 08:52","NF","Like This","332459"
"2019-11-07 08:53","NF","Options","67209"
"2019-11-07 08:57","Ryan Oakes","Let Us Go","1164"
"2019-11-07 08:57","Mads Veslelia","Over Me","226668"
"2019-11-07 08:57","Bryce Vine","Classic and Perfect","281"
"2019-11-07 08:57","NF","Returns","2471"
"2019-11-07 08:57","Mads Veslelia","Brothers","9120"
"2019-11-07 08:57","Youngblaze","I Get Sex","0"
"2019-11-07 08:58","Ryan Caraveo","Bubbles","44388"
"2019-11-07 10:27","Speaker Knockerz","U Mad Bro (feat. Kevin Flum)","11788"
"2019-11-07 10:32","blackbear","e.z. (feat. Machine Gun Kelly)","215532"
"2019-11-07 10:36","NF","Trauma","47145"
"2019-11-07 10:36","Brannon","Gridiron 3","200271"
"2019-11-07 17:18","NF","Real","3002"
"2019-11-07 17:18","Ryan Oakes","Yuh Yuh","13566"
"2019-11-07 17:19","NF","Therapy Session","5410"
"2019-11-07 17:22","NF","WHY","166893"
"2019-11-07 17:28","NF","Nate","364147"
"2019-11-07 17:28","NF","Paralyzed","440"
"2019-11-07 17:28","NF","Notepad","507"
"2019-11-07 17:28","NF","Thinking","1358"
"2019-11-07 17:28","NF","Remember This","540"
"2019-11-07 17:28","NF","Green Lights","1877"
"2019-11-07 17:31","NF","Grindin'","0"
"2019-11-07 17:31","NF","Change","0"
"2019-11-07 17:31","NF","Time","0"
"2019-11-07 17:31","Futuristic","Epiphany (feat. NF)","0"
"2019-11-07 17:31","NF","My Stress","5186"
